,Date,CO
101,2004-03-14 23:00:00,1349.0
102,2004-03-15 0:00:00,1239.0
103,2004-03-15 1:00:00,1239.0
104,2004-03-15 2:00:00,1224.0
105,2004-03-15 3:00:00,1078.0
106,2004-03-15 4:00:00,1078.0
107,2004-03-15 5:00:00,1075.0
108,2004-03-15 6:00:00,1157.0
109,2004-03-15 7:00:00,1314.0
110,2004-03-15 8:00:00,1797.0
111,2004-03-15 9:00:00,1961.0
112,2004-03-15 10:00:00,1771.0
113,2004-03-15 11:00:00,1564.0
114,2004-03-15 12:00:00,1430.0
115,2004-03-15 13:00:00,1417.0
116,2004-03-15 14:00:00,1400.0
117,2004-03-15 15:00:00,1317.0
118,2004-03-15 16:00:00,1318.0
119,2004-03-15 17:00:00,1445.0
120,2004-03-15 18:00:00,1917.0
121,2004-03-15 19:00:00,2040.0
122,2004-03-15 20:00:00,1895.0
123,2004-03-15 21:00:00,1595.0
124,2004-03-15 22:00:00,1439.0
125,2004-03-15 23:00:00,1142.0
126,2004-03-16 0:00:00,1304.0
127,2004-03-16 1:00:00,1074.0
128,2004-03-16 2:00:00,968.0
129,2004-03-16 3:00:00,929.0
130,2004-03-16 4:00:00,941.0
131,2004-03-16 5:00:00,937.0
132,2004-03-16 6:00:00,1017.0
133,2004-03-16 7:00:00,1171.0
134,2004-03-16 8:00:00,1541.0
135,2004-03-16 9:00:00,1539.0
136,2004-03-16 10:00:00,1735.0
137,2004-03-16 11:00:00,1571.0
138,2004-03-16 12:00:00,1452.0
139,2004-03-16 13:00:00,1579.0
140,2004-03-16 14:00:00,1466.0
141,2004-03-16 15:00:00,1280.0
142,2004-03-16 16:00:00,1407.0
143,2004-03-16 17:00:00,1389.0
144,2004-03-16 18:00:00,1447.0
145,2004-03-16 19:00:00,1551.0
146,2004-03-16 20:00:00,1474.0
147,2004-03-16 21:00:00,1800.0
148,2004-03-16 22:00:00,1379.0
149,2004-03-16 23:00:00,1201.0
150,2004-03-17 0:00:00,1205.0
151,2004-03-17 1:00:00,1072.0
152,2004-03-17 2:00:00,998.0
153,2004-03-17 3:00:00,933.0
154,2004-03-17 4:00:00,883.0
155,2004-03-17 5:00:00,869.0
156,2004-03-17 6:00:00,891.0
157,2004-03-17 7:00:00,1173.0
158,2004-03-17 8:00:00,1587.0
159,2004-03-17 9:00:00,1852.0
160,2004-03-17 10:00:00,1522.0
161,2004-03-17 11:00:00,1438.0
162,2004-03-17 12:00:00,1393.0
163,2004-03-17 13:00:00,1452.0
164,2004-03-17 14:00:00,1389.0
165,2004-03-17 15:00:00,1207.0
166,2004-03-17 16:00:00,1365.0
167,2004-03-17 17:00:00,1247.0
168,2004-03-17 18:00:00,1557.0
169,2004-03-17 19:00:00,1973.0
170,2004-03-17 20:00:00,1975.0
171,2004-03-17 21:00:00,1795.0
172,2004-03-17 22:00:00,1444.0
173,2004-03-17 23:00:00,1488.0
174,2004-03-18 0:00:00,1371.0
175,2004-03-18 1:00:00,1161.0
176,2004-03-18 2:00:00,1064.0
177,2004-03-18 3:00:00,970.0
178,2004-03-18 4:00:00,954.0
179,2004-03-18 5:00:00,931.0
180,2004-03-18 6:00:00,938.0
181,2004-03-18 7:00:00,1166.0
182,2004-03-18 8:00:00,1643.0
183,2004-03-18 9:00:00,1934.0
184,2004-03-18 10:00:00,1617.0
185,2004-03-18 11:00:00,1473.0
186,2004-03-18 12:00:00,1379.0
187,2004-03-18 13:00:00,1385.0
188,2004-03-18 14:00:00,1379.0
189,2004-03-18 15:00:00,1322.0
190,2004-03-18 16:00:00,1496.0
191,2004-03-18 17:00:00,1409.0
192,2004-03-18 18:00:00,1513.0
193,2004-03-18 19:00:00,1667.0
194,2004-03-18 20:00:00,1667.0
195,2004-03-18 21:00:00,1430.0
196,2004-03-18 22:00:00,1333.0
197,2004-03-18 23:00:00,1262.0
198,2004-03-19 0:00:00,1287.0
199,2004-03-19 1:00:00,1134.0
200,2004-03-19 2:00:00,999.0
201,2004-03-19 3:00:00,961.0
202,2004-03-19 4:00:00,934.0
203,2004-03-19 5:00:00,913.0
204,2004-03-19 6:00:00,969.0
205,2004-03-19 7:00:00,1182.0
206,2004-03-19 8:00:00,1740.0
207,2004-03-19 9:00:00,1819.0
208,2004-03-19 10:00:00,1427.0
209,2004-03-19 11:00:00,1390.0
210,2004-03-19 12:00:00,1283.0
211,2004-03-19 13:00:00,1304.0
212,2004-03-19 14:00:00,1364.0
213,2004-03-19 15:00:00,1410.0
214,2004-03-19 16:00:00,1476.0
215,2004-03-19 17:00:00,1522.0
216,2004-03-19 18:00:00,1442.0
217,2004-03-19 19:00:00,1469.0
218,2004-03-19 20:00:00,1467.0
219,2004-03-19 21:00:00,1421.0
220,2004-03-19 22:00:00,1175.0
221,2004-03-19 23:00:00,1215.0
222,2004-03-20 0:00:00,1127.0
223,2004-03-20 1:00:00,1090.0
224,2004-03-20 2:00:00,1017.0
225,2004-03-20 3:00:00,997.0
226,2004-03-20 4:00:00,945.0
227,2004-03-20 5:00:00,956.0
228,2004-03-20 6:00:00,966.0
229,2004-03-20 7:00:00,1064.0
230,2004-03-20 8:00:00,1300.0
231,2004-03-20 9:00:00,1348.0
232,2004-03-20 10:00:00,1425.0
233,2004-03-20 11:00:00,1474.0
234,2004-03-20 12:00:00,1490.0
235,2004-03-20 13:00:00,1495.0
236,2004-03-20 14:00:00,1376.0
237,2004-03-20 15:00:00,1305.0
238,2004-03-20 16:00:00,1283.0
239,2004-03-20 17:00:00,1392.0
240,2004-03-20 18:00:00,1452.0
241,2004-03-20 19:00:00,1633.0
242,2004-03-20 20:00:00,1625.0
243,2004-03-20 21:00:00,1535.0
244,2004-03-20 22:00:00,1323.0
245,2004-03-20 23:00:00,1309.0
246,2004-03-21 0:00:00,1456.0
247,2004-03-21 1:00:00,1300.0
248,2004-03-21 2:00:00,1203.0
249,2004-03-21 3:00:00,1195.0
250,2004-03-21 4:00:00,1117.0
251,2004-03-21 5:00:00,1062.0
252,2004-03-21 6:00:00,947.0
253,2004-03-21 7:00:00,1065.0
254,2004-03-21 8:00:00,1155.0
255,2004-03-21 9:00:00,1220.0
256,2004-03-21 10:00:00,1301.0
257,2004-03-21 11:00:00,1279.0
258,2004-03-21 12:00:00,1267.0
259,2004-03-21 13:00:00,1239.0
260,2004-03-21 14:00:00,1128.0
261,2004-03-21 15:00:00,1243.0
262,2004-03-21 16:00:00,1208.0
263,2004-03-21 17:00:00,1306.0
264,2004-03-21 18:00:00,1546.0
265,2004-03-21 19:00:00,1501.0
266,2004-03-21 20:00:00,1605.0
267,2004-03-21 21:00:00,1316.0
268,2004-03-21 22:00:00,1195.0
269,2004-03-21 23:00:00,1211.0
270,2004-03-22 0:00:00,1161.0
271,2004-03-22 1:00:00,1095.0
272,2004-03-22 2:00:00,897.0
273,2004-03-22 3:00:00,842.0
274,2004-03-22 4:00:00,854.0
275,2004-03-22 5:00:00,845.0
276,2004-03-22 6:00:00,942.0
277,2004-03-22 7:00:00,1090.0
278,2004-03-22 8:00:00,1514.0
279,2004-03-22 9:00:00,1379.0
280,2004-03-22 10:00:00,1074.0
281,2004-03-22 11:00:00,1090.0
282,2004-03-22 12:00:00,1110.0
283,2004-03-22 13:00:00,1102.0
284,2004-03-22 14:00:00,1100.0
285,2004-03-22 15:00:00,1094.0
286,2004-03-22 16:00:00,1076.0
287,2004-03-22 17:00:00,1152.0
288,2004-03-22 18:00:00,1407.0
289,2004-03-22 19:00:00,1438.0
290,2004-03-22 20:00:00,1425.0
291,2004-03-22 21:00:00,1279.0
292,2004-03-22 22:00:00,1132.0
293,2004-03-22 23:00:00,1006.0
294,2004-03-23 0:00:00,982.0
295,2004-03-23 1:00:00,969.0
296,2004-03-23 2:00:00,941.0
297,2004-03-23 3:00:00,892.0
298,2004-03-23 4:00:00,855.0
299,2004-03-23 5:00:00,834.0
300,2004-03-23 6:00:00,909.0
301,2004-03-23 7:00:00,1061.0
302,2004-03-23 8:00:00,1441.0
303,2004-03-23 9:00:00,1498.0
304,2004-03-23 10:00:00,1343.0
305,2004-03-23 11:00:00,1308.0
306,2004-03-23 12:00:00,1209.0
307,2004-03-23 13:00:00,1310.0
308,2004-03-23 14:00:00,1171.0
309,2004-03-23 15:00:00,1112.0
310,2004-03-23 16:00:00,1132.0
311,2004-03-23 17:00:00,1225.0
312,2004-03-23 18:00:00,1065.0
313,2004-03-23 19:00:00,1236.0
314,2004-03-23 20:00:00,1309.0
315,2004-03-23 21:00:00,1089.0
316,2004-03-23 22:00:00,1000.0
317,2004-03-23 23:00:00,1041.0
318,2004-03-24 0:00:00,1045.0
319,2004-03-24 1:00:00,997.0
320,2004-03-24 2:00:00,948.0
321,2004-03-24 3:00:00,878.0
322,2004-03-24 4:00:00,908.0
323,2004-03-24 5:00:00,892.0
324,2004-03-24 6:00:00,954.0
325,2004-03-24 7:00:00,1045.0
326,2004-03-24 8:00:00,1383.0
327,2004-03-24 9:00:00,1597.0
328,2004-03-24 10:00:00,1318.0
329,2004-03-24 11:00:00,1138.0
330,2004-03-24 12:00:00,1098.0
331,2004-03-24 13:00:00,1118.0
332,2004-03-24 14:00:00,1170.0
333,2004-03-24 15:00:00,1112.0
334,2004-03-24 16:00:00,1390.0
335,2004-03-24 17:00:00,1353.0
336,2004-03-24 18:00:00,1260.0
337,2004-03-24 19:00:00,1501.0
338,2004-03-24 20:00:00,1273.0
339,2004-03-24 21:00:00,1179.0
340,2004-03-24 22:00:00,1047.0
341,2004-03-24 23:00:00,973.0
342,2004-03-25 0:00:00,997.0
343,2004-03-25 1:00:00,970.0
344,2004-03-25 2:00:00,902.0
345,2004-03-25 3:00:00,921.0
346,2004-03-25 4:00:00,858.0
347,2004-03-25 5:00:00,878.0
348,2004-03-25 6:00:00,893.0
349,2004-03-25 7:00:00,1038.0
350,2004-03-25 8:00:00,1320.0
351,2004-03-25 9:00:00,1353.0
352,2004-03-25 10:00:00,1133.0
353,2004-03-25 11:00:00,1066.0
354,2004-03-25 12:00:00,1027.0
355,2004-03-25 13:00:00,1106.0
356,2004-03-25 14:00:00,1038.0
357,2004-03-25 15:00:00,1084.0
358,2004-03-25 16:00:00,1105.0
359,2004-03-25 17:00:00,1102.0
360,2004-03-25 18:00:00,1240.0
361,2004-03-25 19:00:00,1443.0
362,2004-03-25 20:00:00,1389.0
363,2004-03-25 21:00:00,1183.0
364,2004-03-25 22:00:00,1014.0
365,2004-03-25 23:00:00,979.0
366,2004-03-26 0:00:00,1048.0
367,2004-03-26 1:00:00,1024.0
368,2004-03-26 2:00:00,974.0
369,2004-03-26 3:00:00,862.0
370,2004-03-26 4:00:00,925.0
371,2004-03-26 5:00:00,952.0
372,2004-03-26 6:00:00,1005.0
373,2004-03-26 7:00:00,1122.0
374,2004-03-26 8:00:00,1351.0
375,2004-03-26 9:00:00,1408.0
376,2004-03-26 10:00:00,1304.0
377,2004-03-26 11:00:00,1207.0
378,2004-03-26 12:00:00,1099.0
379,2004-03-26 13:00:00,1106.0
380,2004-03-26 14:00:00,1009.0
381,2004-03-26 15:00:00,962.0
382,2004-03-26 16:00:00,1093.0
383,2004-03-26 17:00:00,1180.0
384,2004-03-26 18:00:00,1168.0
385,2004-03-26 19:00:00,1168.0
386,2004-03-26 20:00:00,1140.0
387,2004-03-26 21:00:00,1001.0
388,2004-03-26 22:00:00,953.0
389,2004-03-26 23:00:00,972.0
390,2004-03-27 0:00:00,1021.0
391,2004-03-27 1:00:00,940.0
392,2004-03-27 2:00:00,1046.0
393,2004-03-27 3:00:00,1026.0
394,2004-03-27 4:00:00,983.0
395,2004-03-27 5:00:00,915.0
396,2004-03-27 6:00:00,935.0
397,2004-03-27 7:00:00,976.0
398,2004-03-27 8:00:00,1124.0
399,2004-03-27 9:00:00,1163.0
400,2004-03-27 10:00:00,1167.0
401,2004-03-27 11:00:00,1121.0
402,2004-03-27 12:00:00,1071.0
403,2004-03-27 13:00:00,1065.0
404,2004-03-27 14:00:00,1157.0
405,2004-03-27 15:00:00,1046.0
406,2004-03-27 16:00:00,1147.0
407,2004-03-27 17:00:00,1119.0
408,2004-03-27 18:00:00,1210.0
409,2004-03-27 19:00:00,1306.0
410,2004-03-27 20:00:00,1258.0
411,2004-03-27 21:00:00,1148.0
412,2004-03-27 22:00:00,1108.0
413,2004-03-27 23:00:00,1231.0
414,2004-03-28 0:00:00,1293.0
415,2004-03-28 1:00:00,1274.0
416,2004-03-28 2:00:00,1135.0
417,2004-03-28 3:00:00,1151.0
418,2004-03-28 4:00:00,1010.0
419,2004-03-28 5:00:00,870.0
420,2004-03-28 6:00:00,983.0
421,2004-03-28 7:00:00,995.0
422,2004-03-28 8:00:00,1024.0
423,2004-03-28 9:00:00,1163.0
424,2004-03-28 10:00:00,1218.0
425,2004-03-28 11:00:00,1210.0
426,2004-03-28 12:00:00,1114.0
427,2004-03-28 13:00:00,995.0
428,2004-03-28 14:00:00,927.0
429,2004-03-28 15:00:00,1002.0
430,2004-03-28 16:00:00,987.0
431,2004-03-28 17:00:00,993.0
432,2004-03-28 18:00:00,1012.0
433,2004-03-28 19:00:00,1114.0
434,2004-03-28 20:00:00,1093.0
435,2004-03-28 21:00:00,968.0
436,2004-03-28 22:00:00,960.0
437,2004-03-28 23:00:00,942.0
438,2004-03-29 0:00:00,888.0
439,2004-03-29 1:00:00,818.0
440,2004-03-29 2:00:00,840.0
441,2004-03-29 3:00:00,894.0
442,2004-03-29 4:00:00,864.0
443,2004-03-29 5:00:00,898.0
444,2004-03-29 6:00:00,946.0
445,2004-03-29 7:00:00,1309.0
446,2004-03-29 8:00:00,1326.0
447,2004-03-29 9:00:00,966.0
448,2004-03-29 10:00:00,975.0
449,2004-03-29 11:00:00,988.0
450,2004-03-29 12:00:00,971.0
451,2004-03-29 13:00:00,1010.0
452,2004-03-29 14:00:00,984.0
453,2004-03-29 15:00:00,962.0
454,2004-03-29 16:00:00,1012.0
455,2004-03-29 17:00:00,1058.0
456,2004-03-29 18:00:00,1173.0
457,2004-03-29 19:00:00,1127.0
458,2004-03-29 20:00:00,1020.0
459,2004-03-29 21:00:00,949.0
460,2004-03-29 22:00:00,930.0
461,2004-03-29 23:00:00,900.0
462,2004-03-30 0:00:00,899.0
463,2004-03-30 1:00:00,866.0
464,2004-03-30 2:00:00,900.0
465,2004-03-30 3:00:00,949.0
466,2004-03-30 4:00:00,897.0
467,2004-03-30 5:00:00,956.0
468,2004-03-30 6:00:00,1054.0
469,2004-03-30 7:00:00,1343.0
470,2004-03-30 8:00:00,1584.0
471,2004-03-30 9:00:00,1556.0
472,2004-03-30 10:00:00,1565.0
473,2004-03-30 11:00:00,1429.0
474,2004-03-30 12:00:00,1419.0
475,2004-03-30 13:00:00,1373.0
476,2004-03-30 14:00:00,1185.0
477,2004-03-30 15:00:00,1122.0
478,2004-03-30 16:00:00,1085.0
479,2004-03-30 17:00:00,1249.0
480,2004-03-30 18:00:00,1236.0
481,2004-03-30 19:00:00,1334.0
482,2004-03-30 20:00:00,1264.0
483,2004-03-30 21:00:00,1073.0
484,2004-03-30 22:00:00,1053.0
485,2004-03-30 23:00:00,1098.0
486,2004-03-31 0:00:00,1029.0
487,2004-03-31 1:00:00,973.0
488,2004-03-31 2:00:00,972.0
489,2004-03-31 3:00:00,832.0
490,2004-03-31 4:00:00,851.0
491,2004-03-31 5:00:00,909.0
492,2004-03-31 6:00:00,1038.0
493,2004-03-31 7:00:00,1636.0
494,2004-03-31 8:00:00,1580.0
495,2004-03-31 9:00:00,1262.0
496,2004-03-31 10:00:00,1197.0
497,2004-03-31 11:00:00,1277.0
498,2004-03-31 12:00:00,1430.0
499,2004-03-31 13:00:00,1242.0
500,2004-03-31 14:00:00,1349.0
501,2004-03-31 15:00:00,1390.0
502,2004-03-31 16:00:00,1224.0
503,2004-03-31 17:00:00,1253.0
504,2004-03-31 18:00:00,1312.0
505,2004-03-31 19:00:00,1254.0
506,2004-03-31 20:00:00,1198.0
507,2004-03-31 21:00:00,1060.0
508,2004-03-31 22:00:00,1050.0
509,2004-03-31 23:00:00,1029.0
510,2004-04-01 0:00:00,1143.0
511,2004-04-01 1:00:00,1044.0
512,2004-04-01 2:00:00,1034.0
513,2004-04-01 3:00:00,956.0
514,2004-04-01 4:00:00,909.0
515,2004-04-01 5:00:00,996.0
516,2004-04-01 6:00:00,1154.0
517,2004-04-01 7:00:00,1510.0
518,2004-04-01 8:00:00,1722.0
519,2004-04-01 9:00:00,1512.0
520,2004-04-01 10:00:00,1258.0
521,2004-04-01 11:00:00,1094.0
522,2004-04-01 12:00:00,1129.0
523,2004-04-01 13:00:00,1125.0
524,2004-04-01 14:00:00,
525,2004-04-01 15:00:00,
526,2004-04-01 16:00:00,
527,2004-04-01 17:00:00,1308.0
528,2004-04-01 18:00:00,1529.0
529,2004-04-01 19:00:00,1592.0
530,2004-04-01 20:00:00,1536.0
531,2004-04-01 21:00:00,1192.0
532,2004-04-01 22:00:00,1186.0
533,2004-04-01 23:00:00,1203.0
534,2004-04-02 0:00:00,1139.0
535,2004-04-02 1:00:00,1072.0
536,2004-04-02 2:00:00,954.0
537,2004-04-02 3:00:00,951.0
538,2004-04-02 4:00:00,926.0
539,2004-04-02 5:00:00,968.0
540,2004-04-02 6:00:00,1067.0
541,2004-04-02 7:00:00,1386.0
542,2004-04-02 8:00:00,1474.0
543,2004-04-02 9:00:00,1569.0
544,2004-04-02 10:00:00,1375.0
545,2004-04-02 11:00:00,1328.0
546,2004-04-02 12:00:00,1341.0
547,2004-04-02 13:00:00,1297.0
548,2004-04-02 14:00:00,1303.0
549,2004-04-02 15:00:00,1281.0
550,2004-04-02 16:00:00,1248.0
551,2004-04-02 17:00:00,1382.0
552,2004-04-02 18:00:00,1491.0
553,2004-04-02 19:00:00,1620.0
554,2004-04-02 20:00:00,1693.0
555,2004-04-02 21:00:00,1374.0
556,2004-04-02 22:00:00,1287.0
557,2004-04-02 23:00:00,1408.0
558,2004-04-03 0:00:00,1254.0
559,2004-04-03 1:00:00,1141.0
560,2004-04-03 2:00:00,1141.0
561,2004-04-03 3:00:00,1042.0
562,2004-04-03 4:00:00,986.0
563,2004-04-03 5:00:00,1005.0
564,2004-04-03 6:00:00,1041.0
565,2004-04-03 7:00:00,1272.0
566,2004-04-03 8:00:00,1436.0
567,2004-04-03 9:00:00,1472.0
568,2004-04-03 10:00:00,1418.0
569,2004-04-03 11:00:00,1410.0
570,2004-04-03 12:00:00,1438.0
571,2004-04-03 13:00:00,1278.0
572,2004-04-03 14:00:00,1257.0
573,2004-04-03 15:00:00,1331.0
574,2004-04-03 16:00:00,1361.0
575,2004-04-03 17:00:00,1398.0
576,2004-04-03 18:00:00,1483.0
577,2004-04-03 19:00:00,1697.0
578,2004-04-03 20:00:00,1459.0
579,2004-04-03 21:00:00,1268.0
580,2004-04-03 22:00:00,1469.0
581,2004-04-03 23:00:00,1316.0
582,2004-04-04 0:00:00,1224.0
583,2004-04-04 1:00:00,1215.0
584,2004-04-04 2:00:00,1115.0
585,2004-04-04 3:00:00,1124.0
586,2004-04-04 4:00:00,1028.0
587,2004-04-04 5:00:00,1010.0
588,2004-04-04 6:00:00,1074.0
589,2004-04-04 7:00:00,1034.0
590,2004-04-04 8:00:00,1130.0
591,2004-04-04 9:00:00,1275.0
592,2004-04-04 10:00:00,1324.0
593,2004-04-04 11:00:00,1268.0
594,2004-04-04 12:00:00,1272.0
595,2004-04-04 13:00:00,1160.0
596,2004-04-04 14:00:00,1136.0
597,2004-04-04 15:00:00,1296.0
598,2004-04-04 16:00:00,1345.0
599,2004-04-04 17:00:00,1296.0
600,2004-04-04 18:00:00,1258.0
601,2004-04-04 19:00:00,1420.0
602,2004-04-04 20:00:00,1366.0
603,2004-04-04 21:00:00,1113.0
604,2004-04-04 22:00:00,1196.0
605,2004-04-04 23:00:00,1188.0
606,2004-04-05 0:00:00,1102.0
607,2004-04-05 1:00:00,969.0
608,2004-04-05 2:00:00,983.0
609,2004-04-05 3:00:00,876.0
610,2004-04-05 4:00:00,884.0
611,2004-04-05 5:00:00,1024.0
612,2004-04-05 6:00:00,1126.0
613,2004-04-05 7:00:00,1415.0
614,2004-04-05 8:00:00,1631.0
615,2004-04-05 9:00:00,1499.0
616,2004-04-05 10:00:00,1461.0
617,2004-04-05 11:00:00,1430.0
618,2004-04-05 12:00:00,1498.0
619,2004-04-05 13:00:00,1454.0
620,2004-04-05 14:00:00,1402.0
621,2004-04-05 15:00:00,1327.0
622,2004-04-05 16:00:00,1273.0
623,2004-04-05 17:00:00,1457.0
624,2004-04-05 18:00:00,1543.0
625,2004-04-05 19:00:00,1499.0
626,2004-04-05 20:00:00,1378.0
627,2004-04-05 21:00:00,1243.0
628,2004-04-05 22:00:00,1196.0
629,2004-04-05 23:00:00,1137.0
630,2004-04-06 0:00:00,1015.0
631,2004-04-06 1:00:00,978.0
632,2004-04-06 2:00:00,933.0
633,2004-04-06 3:00:00,927.0
634,2004-04-06 4:00:00,908.0
635,2004-04-06 5:00:00,980.0
636,2004-04-06 6:00:00,1236.0
637,2004-04-06 7:00:00,1664.0
638,2004-04-06 8:00:00,1757.0
639,2004-04-06 9:00:00,1524.0
640,2004-04-06 10:00:00,1329.0
641,2004-04-06 11:00:00,1167.0
642,2004-04-06 12:00:00,1369.0
643,2004-04-06 13:00:00,1284.0
644,2004-04-06 14:00:00,1221.0
645,2004-04-06 15:00:00,1096.0
646,2004-04-06 16:00:00,1143.0
647,2004-04-06 17:00:00,1251.0
648,2004-04-06 18:00:00,1268.0
649,2004-04-06 19:00:00,1314.0
650,2004-04-06 20:00:00,1315.0
651,2004-04-06 21:00:00,1095.0
652,2004-04-06 22:00:00,1027.0
653,2004-04-06 23:00:00,1012.0
654,2004-04-07 0:00:00,948.0
655,2004-04-07 1:00:00,889.0
656,2004-04-07 2:00:00,830.0
657,2004-04-07 3:00:00,801.0
658,2004-04-07 4:00:00,804.0
659,2004-04-07 5:00:00,824.0
660,2004-04-07 6:00:00,1000.0
661,2004-04-07 7:00:00,1307.0
662,2004-04-07 8:00:00,1286.0
663,2004-04-07 9:00:00,1150.0
664,2004-04-07 10:00:00,1087.0
665,2004-04-07 11:00:00,1016.0
666,2004-04-07 12:00:00,1029.0
667,2004-04-07 13:00:00,1109.0
668,2004-04-07 14:00:00,997.0
669,2004-04-07 15:00:00,1177.0
670,2004-04-07 16:00:00,1045.0
671,2004-04-07 17:00:00,1171.0
672,2004-04-07 18:00:00,1221.0
673,2004-04-07 19:00:00,1262.0
674,2004-04-07 20:00:00,1207.0
675,2004-04-07 21:00:00,956.0
676,2004-04-07 22:00:00,1020.0
677,2004-04-07 23:00:00,1107.0
678,2004-04-08 0:00:00,1020.0
679,2004-04-08 1:00:00,1051.0
680,2004-04-08 2:00:00,965.0
681,2004-04-08 3:00:00,890.0
682,2004-04-08 4:00:00,823.0
683,2004-04-08 5:00:00,869.0
684,2004-04-08 6:00:00,939.0
685,2004-04-08 7:00:00,1274.0
686,2004-04-08 8:00:00,1512.0
687,2004-04-08 9:00:00,1435.0
688,2004-04-08 10:00:00,1207.0
689,2004-04-08 11:00:00,1223.0
690,2004-04-08 12:00:00,1121.0
691,2004-04-08 13:00:00,1176.0
692,2004-04-08 14:00:00,1144.0
693,2004-04-08 15:00:00,1136.0
694,2004-04-08 16:00:00,1085.0
695,2004-04-08 17:00:00,1297.0
696,2004-04-08 18:00:00,1408.0
697,2004-04-08 19:00:00,1618.0
698,2004-04-08 20:00:00,1319.0
699,2004-04-08 21:00:00,1045.0
700,2004-04-08 22:00:00,1058.0
701,2004-04-08 23:00:00,
702,2004-04-09 0:00:00,
703,2004-04-09 1:00:00,
704,2004-04-09 2:00:00,
705,2004-04-09 3:00:00,
706,2004-04-09 4:00:00,
707,2004-04-09 5:00:00,
